jop_title,company_name,exp_level,jop_details,link,
IT Help Desk,WeStore,4+ Yrs of Exp,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Backend developer · Software Engineering · Software Development · Information Technology (IT) · Computer Science · Python · Web Services,https://wuzzuf.net/jobs/p/CyYaII7LMKEC-Senior-Backend-Developer-WeStore-Cairo-Egypt?o=476&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Backend Developer,CROCOSOFT,2 - 7 Yrs of Exp,Full TimeWork From HomeExperienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Redux · Git · front-end · JavaScript · React · English · Information Technology (IT) · RESTful,https://wuzzuf.net/jobs/p/pJO06sk2UDuo-Senior-React-Developer-CROCOSOFT-Cairo-Egypt?o=477&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior React Developer,Reach,2 - 3 Yrs of Exp,Part TimeWork From HomeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Startup · Information Technology (IT) · Engineering · Computer Science · AWS · DevOps · Docker · RDS,https://wuzzuf.net/jobs/p/tREmBaMT4gPC-Devops-Engineer-Reach-Cairo-Egypt?o=478&l=sp&t=sj&a=data science|search-v3|navbl, 
Devops Engineer,Egabi FSI,4 - 6 Yrs of Exp,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Oracle · REST · SQL · Web Development · Information Technology (IT) · Spring Boot · Web Design,https://wuzzuf.net/jobs/p/UEZE90icQ9sd-Senior-Java-Developer-Egabi-FSI-Cairo-Egypt?o=479&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Java Developer,BSocial,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Apps · Computer Science · Information Technology (IT) · mobile apps · Mobile · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/mRbo580hM56o-Backend-Developer-BSocial-Cairo-Egypt?o=480&l=sp&t=sj&a=data science|search-v3|navbl, 
Backend Developer,PaySky,3 - 6 Yrs of Exp,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Engineering · .NET · C# · ASP.NET MVC · Web API · ADO.NET · LINQ,https://wuzzuf.net/jobs/p/j4520G5JnKCd-Senior-Software-Engineer-NETPayment-PaySky-Cairo-Egypt?o=481&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Software Engineer /.NET/Payment,Paxerahealth Corp,2 - 4 Yrs of Exp,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · .Net · ASP.Net · Computer Science · SQL · MVC · Information Technology (IT) · Software Development,https://wuzzuf.net/jobs/p/H9kXxXUqDIIZ-Full-Stack-Net-Developer-Paxerahealth-Corp-Giza-Egypt?o=482&l=sp&t=sj&a=data science|search-v3|navbl, 
Full Stack .Net Developer,Hakaya,2 - 5 Yrs of Exp,Full TimePart TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AI · chatbot · Computer Science · English · Information Technology (IT) · Python · REST · Software Development,https://wuzzuf.net/jobs/p/623SXEthFC65-Chat-bot-Developer-Hakaya-Riyadh-Saudi-Arabia?o=483&l=sp&t=sj&a=data science|search-v3|navbl, 
Chat-bot Developer,Bedab Software,1 - 8 Yrs of Exp,Full TimePart TimeFreelance / ProjectEntry Level · 1 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Development · computer · Software · Software Development · SQL · Windows,https://wuzzuf.net/jobs/p/x9gAb03X1j5q-Windows-Application-Developer-Bedab-Software-Cairo-Egypt?o=484&l=sp&t=sj&a=data science|search-v3|navbl, 
Windows Application Developer,Advanced Techniques Solutions for Software Company ,2 - 3 Yrs of Exp,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Information Technology (IT) · NetSuite · Oracle · Computer Science · SQL · Arabic · English Training,https://wuzzuf.net/jobs/p/xJCeRvATcXFd-Senior-Oracle-NetSuite-Technical-Consultant-Advanced-Techniques-Solutions-for-Software-Company-Cairo-Egypt?o=485&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Oracle NetSuite Technical Consultant,Ideal Standard International Egypt ,1 - 2 Yrs of Exp,Full TimeEntry Level · 1 - 2 Yrs of Exp · R&D/Science · Manufacturing/Production · Production · plant · Sciences · Chemistry · Analytical Chemistry · Physical Chemistry · Science · Chemist,https://wuzzuf.net/jobs/p/9uVYVG3SjWzQ-Production-Chemist-Ideal-Standard-International-Egypt-Sharqia-Egypt?o=486&l=sp&t=sj&a=data science|search-v3|navbl, 
Production Chemist,Atco Pharma For Pharmaceutical Industries,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · IT · Information Technology (IT) · computer · Computer Science · Writing · Business Administration · IT Service Management,https://wuzzuf.net/jobs/p/xHQDrch9Im2T-System-Administrator-Atco-Pharma-For-Pharmaceutical-Industries-Monufya-Egypt?o=487&l=sp&t=sj&a=data science|search-v3|navbl, 
System Administrator,Learnovia,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Front-End Development · Computer Science · Software Development · Information Technology (IT) · Android · RESTful · iOS,https://wuzzuf.net/jobs/p/VCrruZO7G3EF-Flutter-Developer-Learnovia-Cairo-Egypt?o=488&l=sp&t=sj&a=data science|search-v3|navbl, 
Flutter Developer,(MSA) October University,4 - 6 Yrs of Exp,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · HTML5 · JavaScript · CSS3 · Web Development · PHP · Laravel,https://wuzzuf.net/jobs/p/GfBnlzzPaH61-PHP-Web-Developer-MSA-October-University-Giza-Egypt?o=489&l=sp&t=sj&a=data science|search-v3|navbl, 
PHP Web Developer,AMICO Group,5 - 7 Yrs of Exp,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CCNA · MCSE · Information Technology (IT) · Computer Science · Computer Engineering · IT Technical Support · Network · Troubleshooting,https://wuzzuf.net/jobs/p/cII7gAHWnxQP-Sharepoint-Developer-AMICO-Group-Giza-Egypt?o=490&l=sp&t=sj&a=data science|search-v3|navbl, 
Sharepoint Developer,Trufla,2+ Yrs of Exp,Full TimeManager · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · User Interface · Creative · Design · Development · Computer Science · Information Technology (IT) · Software,https://wuzzuf.net/jobs/p/MH6uLFyAvNVM-UXUI-Lead-Trufla-Cairo-Egypt?o=491&l=sp&t=sj&a=data science|search-v3|navbl, 
UX/UI Lead,Procrew,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · RESTful APIs · Software Testing · Development · English · Information Technology (IT) · Framework · ORM,https://wuzzuf.net/jobs/p/BQMnq7CzEgv1-Python-API-Developer-Ocucon-Team-UK---Alexandria-Procrew-Alexandria-Egypt?o=492&l=sp&t=sj&a=data science|search-v3|navbl, 
Python API Developer Ocucon Team (UK) - (Alexandria),Semak,1 - 2 Yrs of Exp,Full TimeEntry Level · 1 - 2 Yrs of Exp · R&D/Science · Pharmaceutical · Pharmacy · Pharmaceutical · cosmetic · Stability · Research · R&amp;D · Science · Cosmeceutical,https://wuzzuf.net/jobs/p/CJb0r8vAGUav-RD-Stability-Specialist-Semak-Giza-Egypt?o=493&l=sp&t=sj&a=data science|search-v3|navbl, 
R&D (Stability) Specialist,PaySky,5+ Yrs of Exp,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Quality Assurance · Computer Science · Computer Engineering · Information Technology (IT) · Testing · Cross Browser Testing,https://wuzzuf.net/jobs/p/I2nsYRyfeuFF-Software-Quality-Control-Engineer-Payment-PaySky-Cairo-Egypt?o=494&l=sp&t=sj&a=data science|search-v3|navbl, 
Software Quality Control Engineer (Payment),Confidential,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ERP · Project Management · Information Technology (IT) · Computer Science · Implementation,https://wuzzuf.net/jobs/p/MOerOTVnXpxl-ERP-Functional-Consultant-Cairo-Egypt?o=495&l=sp&t=sj&a=data science|search-v3|navbl, 
ERP Functional Consultant,Hayat Dental,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo Development · Odoo · Development · Computer Science · Information Technology (IT) · JavaScript · jQuery · PostgreSQL,https://wuzzuf.net/jobs/p/LnsdnlJp9wRU-Odoo-Developer-Hayat-Dental-Cairo-Egypt?o=496&l=sp&t=sj&a=data science|search-v3|navbl, 
Odoo Developer,Softec Technologies,6 - 8 Yrs of Exp,Full TimeExperienced · 6 - 8 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Agile · Product · Software · Software Development · Computer Science · Information Technology (IT) · Project Management,https://wuzzuf.net/jobs/p/fmwdhiUBojYa-Product-Owner-Softec-Technologies-Cairo-Egypt?o=497&l=sp&t=sj&a=data science|search-v3|navbl, 
Product Owner,Akhnaton for Trading & Distributing ,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Software Development · Web · Information Technology (IT) · Web Development · Computer Engineering · Computer Science · Engineering,https://wuzzuf.net/jobs/p/TBgHoCpqbF1s-Web-Developer---Cairo-Akhnaton-for-Trading-Distributing-Cairo-Egypt?o=498&l=sp&t=sj&a=data science|search-v3|navbl, 
Web Developer - Cairo,Easy System,Installation/Maintenance/Repair,InternshipEntry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Database · Database Administrator · Oracle Database · SQL · Unix · Oracle Database Administration,https://wuzzuf.net/jobs/p/SbkjnjktSf0t-Oracle-Database-Administrator---Intern-Easy-System-Cairo-Egypt?o=499&l=sp&t=sj&a=data science|search-v3|navbl, 
Oracle Database Administrator - Intern,Jazeera Paints,6 - 10 Yrs of Exp,Full TimeExperienced · 6 - 10 Yrs of Exp · Accounting/Finance · Application Support · computer · Computer Engineering · Computer Science · Manufacturing · SAP · SAP SD · SD,https://wuzzuf.net/jobs/p/U0KTapxAwXrP-SAP-SD-CX-Specialist-Jazeera-Paints-Cairo-Egypt?o=500&l=sp&t=sj&a=data science|search-v3|navbl, 
SAP SD / CX Specialist,Jazeera Paints,6 - 10 Yrs of Exp,Full TimeExperienced · 6 - 10 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Accounting · business · Computer Science · English · ERP · FICO · Finance,https://wuzzuf.net/jobs/p/Mht8KuMmX4iA-SAP-FICO-SpecialistSAP-S4HANA-Jazeera-Paints-Cairo-Egypt?o=501&l=sp&t=sj&a=data science|search-v3|navbl, 
SAP FICO Specialist(SAP S4/HANA),BSocial,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Android · HTML · CSS · Information Technology (IT) · Mobile · IT,https://wuzzuf.net/jobs/p/MdMUuR38bplD-UI-UX-Designer-BSocial-Cairo-Egypt?o=502&l=sp&t=sj&a=data science|search-v3|navbl, 
UI UX Designer,Masria Digital Payment (MDP),3 - 7 Yrs of Exp,Full TimeExperienced · 3 - 7 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Network · Network Security · Information Technology (IT) · Cisco · computer · Computer Engineering,https://wuzzuf.net/jobs/p/45qK4p4ivhd6-Senior-Network-Security-Engineer-Masria-Digital-Payment-MDP-Cairo-Egypt?o=503&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Network Security Engineer,Union Coop,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · .NET · Computer Science · Software Development · C# · ASP.NET · MVC · SQL,https://wuzzuf.net/jobs/p/Lt3vwLlri4Sz-Senior-Dot-Net-Developer-On-Site-Union-Coop-Giza-Egypt?o=504&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Dot Net Developer (On-Site),Digipalms,5 - 7 Yrs of Exp,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Design · English · JavaScript · ReactJS · Scrum · Software Development,https://wuzzuf.net/jobs/p/L9RJSB8FsYDs-Senior-Front-End-Web-ReactJS-Developer-Digipalms-Cairo-Egypt?o=505&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Front End Web (ReactJS) Developer,appcorp,4 - 6 Yrs of Exp,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML · Database · CSS · Computer Science · CodeIgniter · AJAX · Information Technology (IT) · MySQL,https://wuzzuf.net/jobs/p/xtWhQqyY2Ey5-PHP-Developer-appcorp-Cairo-Egypt?o=506&l=sp&t=sj&a=data science|search-v3|navbl, 
PHP Developer,FOR ALL,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · PHP · Software · Software Engineering · Information Technology (IT) · Computer Science · SQL · Programming,https://wuzzuf.net/jobs/p/dNqF6PP8z8xN-Senior-Backend-Developer-FOR-ALL-Alexandria-Egypt?o=507&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Backend Developer,Tech SquAd,4 - 7 Yrs of Exp,Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · DevOps · Python · Docker · Jenkins · Kubernetes · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/HyXvDJ80ytXE-Senior-DevOps-Engineer-Tech-SquAd-Giza-Egypt?o=508&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior DevOps Engineer,Al Watania Poultry,3 - 5 Yrs of Exp,Full TimeManager · 3 - 5 Yrs of Exp · R&D/Science · Operations/Management · Quality · Quality Control · Quality · Quality Assurance · Science · Veterinary · ISO · QA,https://wuzzuf.net/jobs/p/sTGMODevrIQX-Quality-Assurance-Supervisor---Wadi-Natron-Al-Watania-Poultry-Beheira-Egypt?o=509&l=sp&t=sj&a=data science|search-v3|navbl, 
Quality Assurance Supervisor - (Wadi Natron),Standout Solutions,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Compuer Science · IT · Information Technology · Full Stack Developement · Firebase · MySQL · Oracle,https://wuzzuf.net/jobs/p/xelnL9VPZz7L-Senior-Full-Stack-Developer-NodeJSReact-Standout-Solutions-Cairo-Egypt?o=510&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Full Stack Developer (NodeJS/React),"Nile Bits, LLC",5+ Yrs of Exp,Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Scrum · Agile · Computer Science · Development · JavaScript · Laravel,https://wuzzuf.net/jobs/p/wnllHndthA3M-Senior-Node-JS-Developer-Nile-Bits-LLC-Giza-Egypt?o=511&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Node JS Developer,Confidential,3+ Yrs of Exp,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Communication skills · Software Engineering · English · Software Development,https://wuzzuf.net/jobs/p/THuFkE4qkSSc-Power-Platform-Developer-Cairo-Egypt?o=512&l=sp&t=sj&a=data science|search-v3|navbl, 
Power Platform Developer,Shary,2 - 4 Yrs of Exp,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Project/Program Management · Product · Computer Science · Product Owner · Analysis · Information Technology (IT) · JIRA · Engineering · Agile,https://wuzzuf.net/jobs/p/ih4CWq08l0KA-Product-Owner-Shary-Cairo-Egypt?o=513&l=sp&t=sj&a=data science|search-v3|navbl, 
Product Owner,Gemssy Technologies S.L.,5 - 20 Yrs of Exp,Full TimeFreelance / ProjectWork From HomeExperienced · 5 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Back-End Development · Ruby on Rails · Node.js · Agile · Information Technology (IT) · Software · English · Integration,https://wuzzuf.net/jobs/p/A3fiLgnLRf1G-Backend-Senior-Software-Engineer-Gemssy-Technologies-S-L-Bilbao-Spain?o=514&l=sp&t=sj&a=data science|search-v3|navbl, 
Backend Senior Software Engineer,AutomationPuzzle,5 - 7 Yrs of Exp,Full TimeExperienced · 5 - 7 Yrs of Exp · females_only · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · UI · UX Design · User Interface · Adobe Photoshop · Adobe illustrator · Adobe XD,https://wuzzuf.net/jobs/p/gql5iEWLT0mR-UIUX-Designer-automationpuzzle-Giza-Egypt?o=515&l=sp&t=sj&a=data science|search-v3|navbl, 
UI/UX Designer,8X Egypt,2+ Yrs of Exp,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · WordPress · WooCommerce · Web Development · Information Technology (IT) · HTML · JavaScript · jQuery · MySQL,https://wuzzuf.net/jobs/p/7x8cEaBwnMFz-Full-Stack-WordPress-Developer-8X-Egypt-Cairo-Egypt?o=516&l=sp&t=sj&a=data science|search-v3|navbl, 
Full-Stack WordPress Developer,Premier Services and Recruitment,2 - 5 Yrs of Exp,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · BI Developer · Computer Science · developer · Information Technology (IT) · Software Development · Oracle,https://wuzzuf.net/jobs/p/Nj96GFNA03Ya-Oracle-BI-Developer-Premier-Services-and-Recruitment-Cairo-Egypt?o=517&l=sp&t=sj&a=data science|search-v3|navbl, 
Oracle BI Developer,Confidential,3+ Yrs of Exp,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · Computer Science · Information Technology (IT) · Software Development · English · React,https://wuzzuf.net/jobs/p/0iGstyhf7qDD-Front-End-Developer-Cairo-Egypt?o=518&l=sp&t=sj&a=data science|search-v3|navbl, 
Front-End Developer,CompactSoft International ,2 - 5 Yrs of Exp,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · .NET · X++ · Development · Programming · C# · Customer Support · Dynamics AX,https://wuzzuf.net/jobs/p/DKUO3wsrtBYd-Senior-D365-Developer-CompactSoft-International-Cairo-Egypt?o=519&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior D365 Developer,Trufla,2+ Yrs of Exp,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Software Engineering · Software Development · Client Support · Marketing Agency · Information Technology (IT),https://wuzzuf.net/jobs/p/AyrqePmPaSkZ-Implementation-Coordinator-Trufla-Cairo-Egypt?o=520&l=sp&t=sj&a=data science|search-v3|navbl, 
Implementation Coordinator,Ctopya,2+ Yrs of Exp,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · Computer Science · front-end · Information Technology (IT) · PHP · Java · Python · Programming,https://wuzzuf.net/jobs/p/OKPCcvAYpdUw-Senior-Backend-Developer-Ctopya-Cairo-Egypt?o=521&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Backend Developer,El Nasr Group,2 - 4 Yrs of Exp,Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Administration · Computer Science · Information Technology (IT) · MCSE · IT · System Administration · CCNA,https://wuzzuf.net/jobs/p/S2wiRs1rniDZ-System-Admin---Cairo-El-Nasr-Group-Cairo-Egypt?o=522&l=sp&t=sj&a=data science|search-v3|navbl, 
System Admin - Cairo,APEX Pharma,2 - 5 Yrs of Exp,Full TimeExperienced · 2 - 5 Yrs of Exp · Quality · Pharmaceutical · Quality Assurance · English · GMP · ISO · Science · Pharmacy · Quality Control · quality,https://wuzzuf.net/jobs/p/UWDqrm5OzlnO-Quality-Assurance-Documentation-Officer-APEX-Pharma-Cairo-Egypt?o=523&l=sp&t=sj&a=data science|search-v3|navbl, 
Quality Assurance Documentation Officer,Al Andalous Pharmaceutical Industries,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · Pharmaceutical · Pharmaceutical · Research · Formulation · Pharmacy · R&amp;D · Science,https://wuzzuf.net/jobs/p/F7Uo8ulXgEAL-RD-Formulation-Specialist-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=524&l=sp&t=sj&a=data science|search-v3|navbl, 
R&D Formulation Specialist,ITS ,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Information Technology (IT) · Microsoft SQL Server · javaScript · jQuery · React · Angular,https://wuzzuf.net/jobs/p/aSB6FynIh0fb-Senior-Full-Stack-Net-Developer-ITS-Cairo-Egypt?o=525&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Full Stack .Net Developer,Aphrie,1 - 3 Yrs of Exp,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · APIs · Design · Engineering · flutter · Information Technology (IT) · mobile application · RESTful,https://wuzzuf.net/jobs/p/PXAENue8gLUD-Flutter-Developer-Aphrie-Cairo-Egypt?o=526&l=sp&t=sj&a=data science|search-v3|navbl, 
Flutter Developer,Confidential,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · Customer Service/Support · IT/Software Development · Computer Engineering · Application Servers · ERP · Computer Science · Information Technology (IT) · Accounting · Communication · Customer Service,https://wuzzuf.net/jobs/p/1GGiAH5LdrjW-Customer-Support-Engineer-ERP-Support-Core-Banking-Cairo-Egypt?o=527&l=sp&t=sj&a=data science|search-v3|navbl, 
"Customer Support Engineer ""ERP Support Core Banking""",Ctopya,2 - 5 Yrs of Exp,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · Computer Science · Information Technology (IT) · Java · Mongo · MySQL · PHP · Linux,https://wuzzuf.net/jobs/p/g9GoaK8IeDKq-Senior-DevOps-Developer-Ctopya-Cairo-Egypt?o=528&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior DevOps Developer,Confidential,3 - 6 Yrs of Exp,Full TimeExperienced · 3 - 6 Yrs of Exp · Banking · Creative/Design/Art · IT/Software Development · Banking · Computer Science · Engineering · Software Development · Database · Software Engineering · Software,https://wuzzuf.net/jobs/p/PV3zyZon42m2-Core-Banking-Software-Designer-Giza-Egypt?o=529&l=sp&t=sj&a=data science|search-v3|navbl, 
Core Banking Software Designer,360Imaging,7+ Yrs of Exp,Full TimeWork From HomeManager · 7+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software · Software Development · Software Testing · Test Automation · Jira · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/EJZA8LiNcFKm-Software-Testing-Team-Leader-360Imaging-Giza-Egypt?o=530&l=sp&t=sj&a=data science|search-v3|navbl, 
Software Testing Team Leader,Neom Tech,5+ Yrs of Exp,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · .NET · Git · Web API · Development · Web Applications,https://wuzzuf.net/jobs/p/byycqWpcZzFz-Senior-NET-Developer-Neom-Tech-Cairo-Egypt?o=531&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior .NET Developer,Nasps,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS · HTML · Information Technology (IT) · Software Development · jQuery · JavaScript · ASP.NET Core · AngularJS,https://wuzzuf.net/jobs/p/O7HztMSlxRhX-Senior-Front-End-Developer-Nasps-Cairo-Egypt?o=532&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Front End Developer,Alef Software Company,2 - 5 Yrs of Exp,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Senior Android Developer · Mid Android Developer · Android · Computer Science · Information Technology (IT) · Engineering · Design · Mobile Development,https://wuzzuf.net/jobs/p/CF8amNaZ5fO2-Senior-Android-Developer-Alef-Software-Company-Cairo-Egypt?o=533&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Android Developer,Support Legal,2+ Yrs of Exp,Full TimeWork From HomeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Django · Python · Software Development · PostgreSQL · Computer Science · Engineering · Git,https://wuzzuf.net/jobs/p/MuFjKDO211Wz-Python-Django-Developer-Support-Legal-Dubai-United-Arab-Emirates?o=534&l=sp&t=sj&a=data science|search-v3|navbl, 
Python Django Developer,American International School,2 - 5 Yrs of Exp,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Software Development · Information Technology (IT) · Software Engineering,https://wuzzuf.net/jobs/p/UUkS9bHLx0od-IT-Application-Development-and-Support-Engineer-American-International-School-Giza-Egypt?o=535&l=sp&t=sj&a=data science|search-v3|navbl, 
IT Application Development and Support Engineer,Confidential,2 - 4 Yrs of Exp,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · Software Development · RESTful · OOP · Android · Kotlin · Android SDK · Java,https://wuzzuf.net/jobs/p/qQFtAPGzi5Y4-Android-Developer-Cairo-Egypt?o=536&l=sp&t=sj&a=data science|search-v3|navbl, 
Android Developer,Rasan,3 - 6 Yrs of Exp,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular 2+ · ASP.Net · .Net · Agile · OOP · Information Technology (IT) · Computer Science · Angular,https://wuzzuf.net/jobs/p/FmwzAPlrQ7Zm-Senior-Full-Stack-Developer-Rasan-Cairo-Egypt?o=537&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Full Stack Developer,Ctopya,4+ Yrs of Exp,Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Design · Java · Lead · PHP · Python · Software Development,https://wuzzuf.net/jobs/p/iN0VsGcKLtbt-Team-lead-Back-end-developer-Ctopya-Cairo-Egypt?o=538&l=sp&t=sj&a=data science|search-v3|navbl, 
Team lead Back-end developer,Ascom for Mining & Geology,5 - 7 Yrs of Exp,Full TimeManager · 5 - 7 Yrs of Exp · R&D/Science · Project/Program Management · Analyst/Research · Mining Engineering · Geology · geologist · resource estimation · Marketing Research · surpac · Project Management,https://wuzzuf.net/jobs/p/5wF2fpOxERBP-Research-Projects-Section-Head-Ascom-for-Mining-Geology-Cairo-Egypt?o=539&l=sp&t=sj&a=data science|search-v3|navbl, 
Research Projects Section Head,Confidential,15+ Yrs of Exp,Full TimeManager · 15+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · information Technology · Computer Science · Project Management · Engineering · Software · Administration · Information Technology (IT) · Analysis,https://wuzzuf.net/jobs/p/FAaSP54eWHa5-Head-of-IT-Cairo-Egypt?o=540&l=sp&t=sj&a=data science|search-v3|navbl, 
